store,month,sales,price,promo
235,10,113.35,2.0911,1
235,11,165.02,2.0941,0
235,12,125.94,2.0712,0
236,1,105.53,2.7239,0
236,2,145.16,2.7574,0
236,3,108.83,2.8218,0
236,4,121.12,2.614,1
236,5,110.81,2.8886,1
236,6,99.315,2.8199,0
236,7,116.62,2.8714,0
236,8,134.83,2.8146,0
236,9,109.36,2.7671,0
236,10,128.72,2.7961,0
236,11,133.93,2.7385,0
236,12,95.122,2.7531,0
237,1,112.34,2.8802,0
237,2,128.92,2.8586,0
237,3,111.06,2.9015,0
237,4,117.53,2.8741,0
237,5,107.35,3.0419,0
237,6,127.85,2.9707,0
237,7,126.85,2.8982,0
237,8,117.21,3.131,0
237,9,114.5,3.0252,0
237,10,112.66,3.1116,0
237,11,140.31,3.0519,0
237,12,139.63,3.0637,0
238,1,89.785,2.5355,0
238,2,124.86,2.6397,1
238,3,98.985,2.4403,0
238,4,87.321,2.6557,0
238,5,121.39,2.3945,0
238,6,116.1,2.4637,0
238,7,136.79,2.6293,0
238,8,151.59,2.6333,0
238,9,135.47,2.5037,0
238,10,136.06,2.5516,0
238,11,104.91,2.5934,0
238,12,108.7,2.6549,0
239,1,135.55,4.079,0
239,2,121.53,4.0631,0
239,3,131.26,4.0219,0
239,4,95.102,3.878,1
239,5,155.07,3.887,1
239,6,93.301,3.9985,0
239,7,117.54,3.8937,0
239,8,131.3,3.9534,0
239,9,121.4,3.8982,0
239,10,120.54,3.9571,0
239,11,109.08,3.9427,0
239,12,149.69,4.0507,0
240,1,146.53,2.1628,0
240,2,102.87,2.1605,0
240,3,119.87,2.2813,0
240,4,117.45,2.3348,0
240,5,111.61,2.3675,0
240,6,107.48,2.2363,0
240,7,105.02,2.2863,1
240,8,146.54,2.1628,0
240,9,111.28,2.4142,0
240,10,104.31,2.2333,0
240,11,118.55,2.5528,0
240,12,114.14,2.4163,0
241,1,151.29,3.1413,0
241,2,104.04,3.1892,1
241,3,106.48,3.2888,0
241,4,116.82,3.2015,0
241,5,153.57,3.1903,0
241,6,107.05,3.2963,0
241,7,86.343,3.1751,1
241,8,83.334,3.2893,0
241,9,117.46,3.2803,0
241,10,121.37,3.4008,0
241,11,157.48,3.1965,1
241,12,146.37,3.382,0
242,1,107.59,2.93,0
242,2,98.539,2.8222,0
242,3,104.81,2.9784,1
242,4,98.987,2.933,1
242,5,128.08,3.0572,0
242,6,134.67,3.0639,0
242,7,104.67,3.023,0
242,8,104.48,2.9983,1
242,9,150.23,3.065,0
242,10,141.91,2.9565,0
242,11,175.8,2.9009,1
242,12,138.02,3.0255,0
243,1,120.61,4.024,1
243,2,115.12,3.8799,0
243,3,139.34,3.896,0
243,4,141.41,3.897,0
243,5,118.75,3.8298,0
243,6,96.365,3.8452,0
243,7,141.5,3.9126,0
243,8,99.802,4.0719,0
243,9,136.87,4.0409,1
243,10,166.56,3.9695,1
243,11,151.42,3.984,0
243,12,90.246,4.044,0
244,1,131.13,4.1782,0
244,2,120.47,4.1008,0
244,3,118.74,4.034,0
244,4,117.32,4.2675,1
244,5,118.24,4.1457,0
244,6,132.66,4.1866,0
244,7,95.131,4.2803,0
244,8,147.76,4.1713,0
244,9,133.45,4.2136,0
244,10,110.13,4.2176,0
244,11,152.16,4.1495,0
244,12,86.576,4.2401,0
245,1,114.36,3.5819,1
245,2,139.76,3.7745,0
245,3,135.65,3.4388,1
245,4,128.59,3.5024,0
245,5,125.66,3.7223,1
245,6,123.21,3.7502,0
245,7,100.68,3.7111,1
245,8,124.42,3.6352,0
245,9,143.09,3.7638,1
245,10,139.52,3.5933,0
245,11,137.09,3.6638,0
245,12,105.13,3.7233,0
246,1,83.828,1.473,0
246,2,95.617,1.6986,1
246,3,114.58,1.55,0
246,4,83.423,1.5062,0
246,5,106.54,1.387,0
246,6,111.15,1.5367,0
246,7,123.27,1.5083,0
246,8,147.55,1.2421,0
246,9,129.78,1.6621,0
246,10,111.04,1.5941,0
246,11,125.87,1.7552,0
246,12,103.65,1.5855,0
247,1,114.51,3.9101,0
247,2,112.99,4.134,0
247,3,148.45,4.0071,1
247,4,137.2,4.0339,0
247,5,104.27,4.153,0
247,6,74.64,4.0179,1
247,7,113.08,4.0114,0
247,8,104.37,4.1196,1
247,9,147.61,4.1533,0
247,10,114.22,4.1676,0
247,11,159,4.1171,0
247,12,119.2,4.1679,1
248,1,99.607,3.5635,0
248,2,106.09,3.3663,0
248,3,116.21,3.5906,0
248,4,162.41,3.4608,0
248,5,81.854,3.8157,0
248,6,143.27,3.603,0
248,7,160.09,3.7898,0
248,8,115.28,3.5657,0
248,9,108.14,3.6113,0
248,10,161.19,3.6419,0
248,11,115.97,3.5919,0
248,12,88.165,3.667,1
249,1,103.46,4.0757,0
249,2,81.275,4.1141,0
249,3,103.83,4.3064,0
249,4,136.67,4.2101,0
249,5,90.725,4.3378,0
249,6,88.677,4.2392,0
249,7,105.31,4.0757,0
249,8,132.91,4.3041,0
249,9,144.86,4.211,0
249,10,99.238,4.3054,1
249,11,116.85,4.1914,1
249,12,130.64,4.299,0
250,1,141.99,1.763,0
250,2,133.1,1.6554,0
250,3,110.82,1.7,1
250,4,123.68,1.6535,0
250,5,146.77,1.7013,0
250,6,162.92,1.7047,0
250,7,129.74,1.741,0
250,8,101.03,1.5734,0
250,9,135.67,1.6114,1
250,10,104.54,1.7931,0
250,11,105.69,1.6767,0
250,12,117.28,1.9102,0
