treatment,sales,past_sales,female
1,0,0,0
0,6.15,0,0
0,6.05,5.8,1
1,0,0,0
0,0,0,1
1,0,0,1
1,0,4.8,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
0,0,2.63,1
1,0,0,0
1,0,4.79,0
1,0,0,1
0,4.35,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,4.99,0
0,0,0,0
1,0,0,0
0,4.74,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,3.57,1
0,0,0,1
1,0,4.06,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,5.72,0,0
0,0,0,0
0,0,4.83,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
1,0,4.55,0
0,0,2.71,1
0,0,3.83,1
1,0,0,0
1,0,0,0
0,0,6.36,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,1.94,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,7.11,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,2.51,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,5.57,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,9.24,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,11.98,0,0
0,0,0,0
1,0,0,0
0,3.77,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,4.2,0
0,0,0,1
0,14.55,0,1
0,0,4.23,0
0,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,0,3.08,0
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,3.73,0
0,0,0,1
0,0,5.53,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,5.17,0,0
1,0,5.24,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
1,5.1,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,10.27,0,0
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
1,9.93,6.37,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,3.53,0,0
1,0,0,0
0,0,0,0
1,4.92,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,2.64,0
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,5.25,0,0
0,0,0,0
0,3.17,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,2.42,0
1,7.72,0,0
0,0,0,1
1,0,0,0
0,8.97,0,0
1,4.68,3.55,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,6.42,0,0
0,0,0,0
1,0,4.3,0
0,0,0,1
0,0,3.97,0
1,0,0,0
0,0,0,1
1,0,7.13,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,0,4.51,0
0,0,0,0
1,0,0,1
1,0,4.77,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,2.76,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,7.14,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,2.07,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,8.66,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,8.58,0,0
0,5.42,0,1
1,9.15,2.98,0
0,8.01,0,1
1,6.26,0,1
1,0,0,1
0,0,0,1
1,8.35,0,0
0,0,0,0
0,10.57,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,3.11,1
1,5.58,4.35,0
1,0,0,0
1,0,0,0
0,0,0,1
0,5.52,0,0
0,0,0,1
1,0,0,0
1,2.9,5.37,0
0,17.86,0,0
0,0,0,0
1,3.02,7.61,0
1,0,0,0
1,0,5.13,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
1,5.69,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,14.44,0,0
0,0,4.32,1
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,11.44,1
0,0,0,0
0,4.03,0,1
0,0,0,1
1,5.31,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,8.14,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,8.11,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,2,0,0
0,5.31,0,0
0,0,0,0
0,0,0,1
1,0,4.21,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,7.56,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,6.58,0
1,0,0,1
1,0,0,0
1,7.55,5.36,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,9.4,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,10.55,0
0,4.22,5.01,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,10.35,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,2.45,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
0,5.77,0,1
0,0,0,0
0,0,0,0
1,0,1.75,1
1,0,0,1
0,0,0,0
0,0,0,0
0,9.1,2.83,0
1,0,0,0
0,19.84,0,1
1,0,0,0
1,8.84,0,0
1,5.47,0,0
1,0,0,0
1,0,0,0
1,0,12.45,0
0,5.77,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,0,5.09,0
1,0,0,1
1,5.3,0,1
0,0,6.03,0
1,5.43,0,0
1,0,0,0
1,0,3.9,1
1,0,0,0
0,0,8.01,0
0,17.81,7.26,0
0,0,0,0
1,0,0,1
0,0,0,1
1,5.57,13.35,1
0,0,0,1
1,0,0,1
1,0,0,1
0,4.29,0,0
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
0,0,1.52,1
1,2.91,8.53,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,5.48,0
0,0,0,0
1,0,0,0
0,0,7.32,1
0,0,0,0
0,0,0,0
0,0,0,0
0,7.86,0,0
0,0,5.8,0
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,3.31,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,16.6,0,0
1,3.66,0,0
1,0,0,0
0,5.93,0,0
0,0,0,0
1,0,0,1
1,0,8.18,0
1,0,0,0
1,10.66,0,0
1,0,0,0
1,0,0,0
0,8.67,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,6.76,0,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
1,0,3.15,1
0,0,0,1
1,0,1.26,1
0,10.05,5.08,0
0,0,5.18,1
1,0,7.53,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,3.95,0,1
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,7.83,0,0
1,0,5.34,1
1,0,4.29,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,3.3,0,1
1,0,6.94,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,8.73,1
0,0,6.51,0
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
0,4.44,0,0
0,4.87,0,1
1,0,0,1
1,4.53,4.65,0
0,10.36,2.48,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,2.33,0
1,0,11.09,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,6.76,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
1,6.69,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,0
0,0,4.14,1
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,6.61,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,5.47,0,0
1,0,4.53,1
1,0,0,0
1,0,0,1
1,0,0,0
1,8.25,4.42,0
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,6.02,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,6.93,0,0
1,0,0,1
1,5,0,0
0,0,0,0
1,0,0,0
0,0,3.02,0
1,0,0,1
1,0,5.2,0
0,0,0,0
1,6.14,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,3.41,0
0,0,0,0
1,0,0,1
1,10.09,3.08,1
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,4.64,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,4.69,0,1
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,5.91,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,1
0,0,0,1
1,1.77,0,1
0,5.15,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
0,2.06,0,1
1,0,0,0
0,4.32,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,16.57,0,0
1,0,3.18,0
1,0,0,1
0,0,4.62,0
1,2.36,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
1,0,3.51,1
0,0,0,0
0,3.75,0,1
0,0,0,1
0,3.65,11.37,1
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,4.24,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,8.09,0,0
0,6.01,0,1
1,7.54,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,2.02,0,0
1,0,0,0
1,0,0,0
1,6.46,0,0
0,0,0,1
0,0,4.16,0
0,10.43,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,0,4.15,1
1,0,0,0
1,0,0,0
1,5.73,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,5.43,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,7.71,0,0
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
1,0,6.39,0
1,9.02,0,0
1,0,2.85,0
0,3.86,4.7,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
0,2.84,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
1,0,3.22,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,1.97,1
0,1.4,0,0
0,0,8.63,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,3.84,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,13.42,0,1
1,0,0,0
1,0,0,0
1,0,0,0
0,4.11,0,0
0,0,0,1
1,0,0,1
1,0,0,1
1,9.73,0,1
1,0,0,0
0,0,0,1
0,0,0,1
1,2.78,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,4.54,1
1,12.93,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,2.23,1
0,0,6.68,0
0,0,0,1
0,6.24,0,1
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,5.51,0
1,0,0,0
0,0,4,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
1,6.35,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,6.44,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,5.26,0,1
1,0,0,0
0,0,2.49,0
1,0,0,1
0,0,4.24,0
0,0,0,0
1,0,4.48,1
0,0,0,0
1,0,5.62,0
1,0,8.57,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,1.81,0
1,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,3.3,0,1
1,4.15,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
0,12.81,0,0
0,0,0,0
1,0,6.46,0
1,0,4.52,1
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
0,0,2.26,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,7.77,0
1,0,0,0
0,0,0,1
0,5.52,0,0
1,0,0,0
1,0,3.1,0
0,0,0,0
0,0,8.96,0
0,3.49,0,1
1,0,0,1
1,0,4.82,1
0,0,4.81,0
0,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,5.18,1
1,0,0,0
1,0,0,1
1,6.73,0,0
1,0,0,0
1,3.3,0,0
0,0,6.07,0
1,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,6.24,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
0,5.61,0,1
0,0,0,0
0,0,0,0
1,2.48,0,1
1,9.72,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,2.77,0,1
0,0,0,0
1,0,0,0
0,0,2.26,1
0,0,0,1
1,0,0,1
1,19.53,4.89,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,7.18,0,0
0,0,0,1
0,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
0,0,3.53,1
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
1,10.41,0,1
1,6.33,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,7.49,0,1
0,6.78,0,1
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,4.76,6.51,0
0,0,0,0
0,0,0,1
0,0,10.68,1
1,0,5.7,0
1,6.17,0,1
0,0,4.53,1
0,0,0,1
1,0,0,1
1,5.23,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,1.67,0
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,4.88,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,5.32,0,0
1,0,0,0
1,5,0,0
0,0,0,0
1,5.78,0,1
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,1.37,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,5.06,4.49,0
1,0,0,0
1,0,0,0
0,0,0,1
0,0,3.76,1
1,8.91,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,11.39,0,0
0,0,5.47,0
1,0,0,1
1,0,0,1
1,4.8,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,7.57,0
0,0,0,0
0,0,0,0
0,10.34,0,1
0,6.26,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,1.45,1
0,0,0,1
0,2.95,0,0
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,3.87,0
1,5.92,0,0
0,0,3.08,0
0,0,0,0
0,0,0,1
1,0,0,0
0,4.59,0,1
1,0,4.53,1
1,0,0,0
0,0,0,0
0,0,0,1
1,12.58,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,0,2.91,1
1,0,0,1
1,0,0,1
0,0,4.51,1
0,9.64,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,5.47,0
1,10.69,0,1
0,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,3.36,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
1,0,7.08,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,4.85,0,0
1,0,0,1
0,0,5.25,0
1,6.82,0,1
1,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
1,5.55,0,0
1,0,0,0
1,6.9,4.83,0
1,0,0,1
1,3.43,0,0
0,0,5.71,1
0,0,0,0
1,0,1.93,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,0
0,4.41,0,1
1,0,0,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,1.88,1
1,0,0,0
1,0,0,0
0,0,0,1
0,0,4.49,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,2.28,0
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
1,0,4.03,0
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,0,3.88,0
1,0,0,1
1,3.07,0,1
0,0,0,1
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
1,6.04,0,0
1,0,0,1
0,0,0,1
0,4.77,0,0
0,0,0,1
0,4.78,3.37,0
0,0,0,1
0,0,0,0
1,4.18,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,6.22,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,6.04,1
1,0,0,1
0,0,0,1
1,5.09,0,0
1,0,0,0
1,0,0,1
1,0,10.68,1
0,0,0,0
0,4.06,0,1
1,0,0,0
1,0,0,0
0,0,0,0
1,0,4.55,0
0,0,0,0
0,0,5.45,0
1,0,0,0
1,10.39,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,10.63,0,1
0,9.18,0,0
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,0,7.98,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,6.13,0
1,0,8.96,1
1,0,0,1
0,2.35,0,0
1,2.78,0,0
1,0,0,1
1,5.12,0,0
1,0,0,0
0,0,0,1
0,0,3.98,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,5.87,0
0,0,0,0
0,0,3.88,0
0,8.42,0,0
1,3.28,0,0
0,5.55,0,0
0,11.11,0,1
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
1,4.7,0,0
0,0,0,0
0,0,6.19,0
1,11.83,0,0
1,0,3.05,0
1,0,0,0
0,0,0,0
0,4.98,0,1
0,0,0,0
1,0,0,0
0,0,3.57,0
1,0,4.94,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
1,0,0,0
1,6.68,0,0
0,0,0,0
1,0,2.81,1
1,0,0,0
1,0,0,1
0,0,0,1
0,0,7.68,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,2.01,1
0,0,0,0
1,7.94,0,0
1,0,0,1
0,5.78,0,0
0,0,0,1
1,5.75,0,0
1,0,0,0
0,0,2.35,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,7.19,0,0
1,0,2.06,0
0,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
1,5.05,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,1
0,0,0,1
0,0,2.27,1
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,2.86,0,1
0,5.55,0,0
1,0,0,1
1,4.66,6.65,0
0,0,4.12,0
1,0,2.69,1
1,0,0,1
0,0,0,1
1,9.88,0,0
1,0,0,1
1,4.32,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,7.66,1
1,0,0,0
0,4.17,0,0
0,0,0,0
1,0,0,0
1,0,4.81,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,3.54,0
1,0,0,0
0,0,0,1
0,4.33,6.96,1
0,0,0,1
1,0,9.88,0
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,0
0,0,0,1
0,7.2,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,1
1,0,0,0
0,8.38,0,0
1,0,0,0
0,0,0,1
1,0,7.62,0
0,0,0,1
1,0,0,0
1,0,0,1
0,0,6.09,0
0,0,0,0
1,0,0,1
0,0,0,1
1,0,6.56,0
1,0,0,0
0,0,7.41,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,1
0,12.01,3.06,0
1,0,0,1
1,0,0,0
1,2.99,0,0
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,7.63,0,0
1,0,0,0
1,0,0,0
1,8.13,0,0
0,12.19,0,0
0,0,3.12,0
1,0,0,0
0,0,0,1
1,0,0,0
1,0,0,0
1,0,0,0
1,4.68,0,0
1,0,0,0
0,0,0,1
1,5.07,0,0
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,0
0,0,0,1
1,0,0,0
0,0,6.74,1
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
0,0,5.77,0
0,0,0,1
0,8.29,3.06,0
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,0
0,0,4.27,0
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
0,0,0,1
0,0,0,1
1,0,0,1
1,0,0,0
1,0,3.37,0
1,0,0,1
1,0,5.77,0
0,3.47,0,1
1,0,0,0
0,0,0,1
1,15.52,5.93,0
1,0,0,1
1,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,0
1,0,0,0
1,9.85,0,0
